recordingID,SpeakerID,birthYear,info,eduLevel,occLevel,firstLang,homeLang,sex
fn007960,N01250,1950,spontaneous conversation ('face-to-face'),midden,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn007961,N01251,1979,spontaneous conversation ('face-to-face'),midden,"niet-beroepsmatig actief, schoolgaand",Standaard Nederlands,Standaard Nederlands,vrouw
fn007962,N01251,1979,spontaneous conversation ('face-to-face'),midden,"niet-beroepsmatig actief, schoolgaand",Standaard Nederlands,Standaard Nederlands,vrouw
fn007963,N01251,1979,spontaneous conversation ('face-to-face'),midden,"niet-beroepsmatig actief, schoolgaand",Standaard Nederlands,Standaard Nederlands,vrouw
fn007964,N01251,1979,spontaneous conversation ('face-to-face'),midden,"niet-beroepsmatig actief, schoolgaand",Standaard Nederlands,Standaard Nederlands,vrouw
fn007965,N01251,1979,spontaneous conversation ('face-to-face'),midden,"niet-beroepsmatig actief, schoolgaand",Standaard Nederlands,Standaard Nederlands,vrouw
fn007966,N01251,1979,spontaneous conversation ('face-to-face'),midden,"niet-beroepsmatig actief, schoolgaand",Standaard Nederlands,Standaard Nederlands,vrouw
fn007967,N01251,1979,spontaneous conversation ('face-to-face'),midden,"niet-beroepsmatig actief, schoolgaand",Standaard Nederlands,Standaard Nederlands,vrouw
fn007968,N01251,1979,spontaneous conversation ('face-to-face'),midden,"niet-beroepsmatig actief, schoolgaand",Standaard Nederlands,Standaard Nederlands,vrouw
fn007969,N01251,1979,spontaneous conversation ('face-to-face'),midden,"niet-beroepsmatig actief, schoolgaand",Standaard Nederlands,Standaard Nederlands,vrouw
fn007970,N01251,1979,spontaneous conversation ('face-to-face'),midden,"niet-beroepsmatig actief, schoolgaand",Standaard Nederlands,Standaard Nederlands,vrouw
fn007971,N01251,1979,spontaneous conversation ('face-to-face'),midden,"niet-beroepsmatig actief, schoolgaand",Standaard Nederlands,Standaard Nederlands,vrouw
fn007972,N01251,1979,spontaneous conversation ('face-to-face'),midden,"niet-beroepsmatig actief, schoolgaand",Standaard Nederlands,Standaard Nederlands,vrouw
fn007973,N01251,1979,spontaneous conversation ('face-to-face'),midden,"niet-beroepsmatig actief, schoolgaand",Standaard Nederlands,Standaard Nederlands,vrouw
fn007974,N01251,1979,spontaneous conversation ('face-to-face'),midden,"niet-beroepsmatig actief, schoolgaand",Standaard Nederlands,Standaard Nederlands,vrouw
fn007961,N01252,1981,spontaneous conversation ('face-to-face'),midden,ongeschoold beroep,Standaard Nederlands,Standaard Nederlands,vrouw
fn007962,N01252,1981,spontaneous conversation ('face-to-face'),midden,ongeschoold beroep,Standaard Nederlands,Standaard Nederlands,vrouw
fn007963,N01252,1981,spontaneous conversation ('face-to-face'),midden,ongeschoold beroep,Standaard Nederlands,Standaard Nederlands,vrouw
fn007964,N01252,1981,spontaneous conversation ('face-to-face'),midden,ongeschoold beroep,Standaard Nederlands,Standaard Nederlands,vrouw
fn007965,N01252,1981,spontaneous conversation ('face-to-face'),midden,ongeschoold beroep,Standaard Nederlands,Standaard Nederlands,vrouw
fn007966,N01252,1981,spontaneous conversation ('face-to-face'),midden,ongeschoold beroep,Standaard Nederlands,Standaard Nederlands,vrouw
fn007967,N01252,1981,spontaneous conversation ('face-to-face'),midden,ongeschoold beroep,Standaard Nederlands,Standaard Nederlands,vrouw
fn007968,N01252,1981,spontaneous conversation ('face-to-face'),midden,ongeschoold beroep,Standaard Nederlands,Standaard Nederlands,vrouw
fn007969,N01252,1981,spontaneous conversation ('face-to-face'),midden,ongeschoold beroep,Standaard Nederlands,Standaard Nederlands,vrouw
fn007970,N01252,1981,spontaneous conversation ('face-to-face'),midden,ongeschoold beroep,Standaard Nederlands,Standaard Nederlands,vrouw
fn007971,N01252,1981,spontaneous conversation ('face-to-face'),midden,ongeschoold beroep,Standaard Nederlands,Standaard Nederlands,vrouw
fn007972,N01252,1981,spontaneous conversation ('face-to-face'),midden,ongeschoold beroep,Standaard Nederlands,Standaard Nederlands,vrouw
fn007973,N01252,1981,spontaneous conversation ('face-to-face'),midden,ongeschoold beroep,Standaard Nederlands,Standaard Nederlands,vrouw
fn007974,N01252,1981,spontaneous conversation ('face-to-face'),midden,ongeschoold beroep,Standaard Nederlands,Standaard Nederlands,vrouw
fn007961,N01253,1980,spontaneous conversation ('face-to-face'),hoog,"niet-beroepsmatig actief, schoolgaand",Standaard Nederlands,Standaard Nederlands,vrouw
fn007962,N01253,1980,spontaneous conversation ('face-to-face'),hoog,"niet-beroepsmatig actief, schoolgaand",Standaard Nederlands,Standaard Nederlands,vrouw
fn007963,N01253,1980,spontaneous conversation ('face-to-face'),hoog,"niet-beroepsmatig actief, schoolgaand",Standaard Nederlands,Standaard Nederlands,vrouw
fn007964,N01253,1980,spontaneous conversation ('face-to-face'),hoog,"niet-beroepsmatig actief, schoolgaand",Standaard Nederlands,Standaard Nederlands,vrouw
fn007965,N01253,1980,spontaneous conversation ('face-to-face'),hoog,"niet-beroepsmatig actief, schoolgaand",Standaard Nederlands,Standaard Nederlands,vrouw
fn007966,N01253,1980,spontaneous conversation ('face-to-face'),hoog,"niet-beroepsmatig actief, schoolgaand",Standaard Nederlands,Standaard Nederlands,vrouw
fn007967,N01253,1980,spontaneous conversation ('face-to-face'),hoog,"niet-beroepsmatig actief, schoolgaand",Standaard Nederlands,Standaard Nederlands,vrouw
fn007968,N01253,1980,spontaneous conversation ('face-to-face'),hoog,"niet-beroepsmatig actief, schoolgaand",Standaard Nederlands,Standaard Nederlands,vrouw
fn007969,N01253,1980,spontaneous conversation ('face-to-face'),hoog,"niet-beroepsmatig actief, schoolgaand",Standaard Nederlands,Standaard Nederlands,vrouw
fn007970,N01253,1980,spontaneous conversation ('face-to-face'),hoog,"niet-beroepsmatig actief, schoolgaand",Standaard Nederlands,Standaard Nederlands,vrouw
fn007971,N01253,1980,spontaneous conversation ('face-to-face'),hoog,"niet-beroepsmatig actief, schoolgaand",Standaard Nederlands,Standaard Nederlands,vrouw
fn007972,N01253,1980,spontaneous conversation ('face-to-face'),hoog,"niet-beroepsmatig actief, schoolgaand",Standaard Nederlands,Standaard Nederlands,vrouw
fn007973,N01253,1980,spontaneous conversation ('face-to-face'),hoog,"niet-beroepsmatig actief, schoolgaand",Standaard Nederlands,Standaard Nederlands,vrouw
fn007974,N01253,1980,spontaneous conversation ('face-to-face'),hoog,"niet-beroepsmatig actief, schoolgaand",Standaard Nederlands,Standaard Nederlands,vrouw
fn007975,N01254,1954,spontaneous conversation ('face-to-face'),midden,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn007976,N01254,1954,spontaneous conversation ('face-to-face'),midden,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn007977,N01254,1954,spontaneous conversation ('face-to-face'),midden,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn007978,N01254,1954,spontaneous conversation ('face-to-face'),midden,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn007979,N01254,1954,spontaneous conversation ('face-to-face'),midden,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn007980,N01254,1954,spontaneous conversation ('face-to-face'),midden,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn007981,N01254,1954,spontaneous conversation ('face-to-face'),midden,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn007982,N01254,1954,spontaneous conversation ('face-to-face'),midden,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn007975,N01255,1952,spontaneous conversation ('face-to-face'),laag,ongeschoold beroep,Standaard Nederlands,Standaard Nederlands,vrouw
fn007976,N01255,1952,spontaneous conversation ('face-to-face'),laag,ongeschoold beroep,Standaard Nederlands,Standaard Nederlands,vrouw
fn007977,N01255,1952,spontaneous conversation ('face-to-face'),laag,ongeschoold beroep,Standaard Nederlands,Standaard Nederlands,vrouw
fn007978,N01255,1952,spontaneous conversation ('face-to-face'),laag,ongeschoold beroep,Standaard Nederlands,Standaard Nederlands,vrouw
fn007979,N01255,1952,spontaneous conversation ('face-to-face'),laag,ongeschoold beroep,Standaard Nederlands,Standaard Nederlands,vrouw
fn007980,N01255,1952,spontaneous conversation ('face-to-face'),laag,ongeschoold beroep,Standaard Nederlands,Standaard Nederlands,vrouw
fn007981,N01255,1952,spontaneous conversation ('face-to-face'),laag,ongeschoold beroep,Standaard Nederlands,Standaard Nederlands,vrouw
fn007982,N01255,1952,spontaneous conversation ('face-to-face'),laag,ongeschoold beroep,Standaard Nederlands,Standaard Nederlands,vrouw
fn007991,N01257,1937,spontaneous conversation ('face-to-face'),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn007992,N01257,1937,spontaneous conversation ('face-to-face'),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn007993,N01257,1937,spontaneous conversation ('face-to-face'),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn007991,N01258,1931,spontaneous conversation ('face-to-face'),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn007992,N01258,1931,spontaneous conversation ('face-to-face'),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn007993,N01258,1931,spontaneous conversation ('face-to-face'),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn008000,N08000,1977,spontaneous telephone dialogue (switchboard),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn008001,N08000,1977,spontaneous telephone dialogue (switchboard),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn008109,N08000,1977,spontaneous telephone dialogue (switchboard),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn008110,N08000,1977,spontaneous telephone dialogue (switchboard),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn008000,N08001,1969,spontaneous telephone dialogue (switchboard),laag,ongeschoold beroep,Standaard Nederlands,Standaard Nederlands,vrouw
fn008109,N08001,1969,spontaneous telephone dialogue (switchboard),laag,ongeschoold beroep,Standaard Nederlands,Standaard Nederlands,vrouw
fn008001,N08002,1978,spontaneous telephone dialogue (switchboard),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn008110,N08002,1978,spontaneous telephone dialogue (switchboard),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn008003,N08003,1981,spontaneous telephone dialogue (switchboard),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn008003,N08004,1975,spontaneous telephone dialogue (switchboard),midden,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn008005,N00663,1950,spontaneous telephone dialogue (switchboard),hoog,onbekend,Standaard Nederlands,Standaard Nederlands,vrouw
fn008006,N08007,1978,spontaneous telephone dialogue (switchboard),hoog,"niet-beroepsmatig actief, schoolgaand",Standaard Nederlands,Standaard Nederlands,vrouw
fn008007,N08007,1978,spontaneous telephone dialogue (switchboard),hoog,"niet-beroepsmatig actief, schoolgaand",Standaard Nederlands,Standaard Nederlands,vrouw
fn008028,N08007,1978,spontaneous telephone dialogue (switchboard),hoog,"niet-beroepsmatig actief, schoolgaand",Standaard Nederlands,Standaard Nederlands,vrouw
fn008029,N08007,1978,spontaneous telephone dialogue (switchboard),hoog,"niet-beroepsmatig actief, schoolgaand",Standaard Nederlands,Standaard Nederlands,vrouw
fn008113,N08007,1978,spontaneous telephone dialogue (switchboard),hoog,"niet-beroepsmatig actief, schoolgaand",Standaard Nederlands,Standaard Nederlands,vrouw
fn008006,N08008,1948,spontaneous telephone dialogue (switchboard),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn008028,N08008,1948,spontaneous telephone dialogue (switchboard),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn008113,N08008,1948,spontaneous telephone dialogue (switchboard),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn008007,N08009,1977,spontaneous telephone dialogue (switchboard),midden,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn008029,N08009,1977,spontaneous telephone dialogue (switchboard),midden,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn008008,N08010,1981,spontaneous telephone dialogue (switchboard),hoog,"niet-beroepsmatig actief, schoolgaand",Standaard Nederlands,Standaard Nederlands,vrouw
fn008116,N08010,1981,spontaneous telephone dialogue (switchboard),hoog,"niet-beroepsmatig actief, schoolgaand",Standaard Nederlands,Standaard Nederlands,vrouw
fn008008,N08011,1979,spontaneous telephone dialogue (switchboard),hoog,"niet-beroepsmatig actief, schoolgaand",Standaard Nederlands,Standaard Nederlands,vrouw
fn008116,N08011,1979,spontaneous telephone dialogue (switchboard),hoog,"niet-beroepsmatig actief, schoolgaand",Standaard Nederlands,Standaard Nederlands,vrouw
fn008010,N08023,1958,spontaneous telephone dialogue (switchboard),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn008012,N08014,1928,spontaneous telephone dialogue (switchboard),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn008033,N08014,1928,spontaneous telephone dialogue (switchboard),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn008013,N08015,1962,spontaneous telephone dialogue (switchboard),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn008034,N08015,1962,spontaneous telephone dialogue (switchboard),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn008014,N08021,1961,spontaneous telephone dialogue (switchboard),midden,ongeschoold beroep,Standaard Nederlands,Standaard Nederlands,man
fn008015,N08021,1961,spontaneous telephone dialogue (switchboard),midden,ongeschoold beroep,Standaard Nederlands,Standaard Nederlands,man
fn008035,N08021,1961,spontaneous telephone dialogue (switchboard),midden,ongeschoold beroep,Standaard Nederlands,Standaard Nederlands,man
fn008036,N08021,1961,spontaneous telephone dialogue (switchboard),midden,ongeschoold beroep,Standaard Nederlands,Standaard Nederlands,man
fn008014,N08022,1968,spontaneous telephone dialogue (switchboard),midden,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn008036,N08022,1968,spontaneous telephone dialogue (switchboard),midden,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn008015,N08024,1969,spontaneous telephone dialogue (switchboard),midden,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn008035,N08024,1969,spontaneous telephone dialogue (switchboard),midden,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn008016,N08025,1979,spontaneous telephone dialogue (switchboard),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn008017,N08025,1979,spontaneous telephone dialogue (switchboard),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn008119,N08025,1979,spontaneous telephone dialogue (switchboard),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn008120,N08025,1979,spontaneous telephone dialogue (switchboard),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn008316,N08025,1979,spontaneous telephone dialogue (switchboard),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn008016,N08026,1982,spontaneous telephone dialogue (switchboard),midden,ongeschoold beroep,Standaard Nederlands,Standaard Nederlands,vrouw
fn008119,N08026,1982,spontaneous telephone dialogue (switchboard),midden,ongeschoold beroep,Standaard Nederlands,Standaard Nederlands,vrouw
fn008316,N08026,1982,spontaneous telephone dialogue (switchboard),midden,ongeschoold beroep,Standaard Nederlands,Standaard Nederlands,vrouw
fn008017,N08027,1978,spontaneous telephone dialogue (switchboard),hoog,"niet-beroepsmatig actief, schoolgaand",Standaard Nederlands,Standaard Nederlands,man
fn008120,N08027,1978,spontaneous telephone dialogue (switchboard),hoog,"niet-beroepsmatig actief, schoolgaand",Standaard Nederlands,Standaard Nederlands,man
fn008018,N08028,1957,spontaneous telephone dialogue (switchboard),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn008019,N08028,1957,spontaneous telephone dialogue (switchboard),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn008123,N08028,1957,spontaneous telephone dialogue (switchboard),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn008124,N08028,1957,spontaneous telephone dialogue (switchboard),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn008018,N08029,1974,spontaneous telephone dialogue (switchboard),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn008124,N08029,1974,spontaneous telephone dialogue (switchboard),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn008020,N08030,1977,spontaneous telephone dialogue (switchboard),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn008021,N08030,1977,spontaneous telephone dialogue (switchboard),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn008045,N08030,1977,spontaneous telephone dialogue (switchboard),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn008046,N08030,1977,spontaneous telephone dialogue (switchboard),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn008020,N08031,1951,spontaneous telephone dialogue (switchboard),midden,ongeschoold beroep,Standaard Nederlands,Standaard Nederlands,vrouw
fn008045,N08031,1951,spontaneous telephone dialogue (switchboard),midden,ongeschoold beroep,Standaard Nederlands,Standaard Nederlands,vrouw
fn008021,N08032,1950,spontaneous telephone dialogue (switchboard),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn008046,N08032,1950,spontaneous telephone dialogue (switchboard),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn008022,N08016,1970,spontaneous telephone dialogue (switchboard),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn008023,N08016,1970,spontaneous telephone dialogue (switchboard),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn008128,N08016,1970,spontaneous telephone dialogue (switchboard),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn008022,N08033,1971,spontaneous telephone dialogue (switchboard),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn008023,N08017,1925,spontaneous telephone dialogue (switchboard),hoog,beroep dat een hogere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn008128,N08017,1925,spontaneous telephone dialogue (switchboard),hoog,beroep dat een hogere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn008024,N08018,1978,spontaneous telephone dialogue (switchboard),midden,ongeschoold beroep,Standaard Nederlands,Standaard Nederlands,vrouw
fn008025,N08018,1978,spontaneous telephone dialogue (switchboard),midden,ongeschoold beroep,Standaard Nederlands,Standaard Nederlands,vrouw
fn008089,N08018,1978,spontaneous telephone dialogue (switchboard),midden,ongeschoold beroep,Standaard Nederlands,Standaard Nederlands,vrouw
fn008090,N08018,1978,spontaneous telephone dialogue (switchboard),midden,ongeschoold beroep,Standaard Nederlands,Standaard Nederlands,vrouw
fn008225,N08018,1978,spontaneous telephone dialogue (switchboard),midden,ongeschoold beroep,Standaard Nederlands,Standaard Nederlands,vrouw
fn008024,N08019,1979,spontaneous telephone dialogue (switchboard),hoog,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn008090,N08019,1979,spontaneous telephone dialogue (switchboard),hoog,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn008025,N08020,1973,spontaneous telephone dialogue (switchboard),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn008089,N08020,1973,spontaneous telephone dialogue (switchboard),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn008225,N08020,1973,spontaneous telephone dialogue (switchboard),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn008026,N08034,1979,spontaneous telephone dialogue (switchboard),hoog,"niet-beroepsmatig actief, schoolgaand",Standaard Nederlands,Standaard Nederlands,vrouw
fn008027,N08034,1979,spontaneous telephone dialogue (switchboard),hoog,"niet-beroepsmatig actief, schoolgaand",Standaard Nederlands,Standaard Nederlands,vrouw
fn008111,N08034,1979,spontaneous telephone dialogue (switchboard),hoog,"niet-beroepsmatig actief, schoolgaand",Standaard Nederlands,Standaard Nederlands,vrouw
fn008112,N08034,1979,spontaneous telephone dialogue (switchboard),hoog,"niet-beroepsmatig actief, schoolgaand",Standaard Nederlands,Standaard Nederlands,vrouw
fn008026,N08035,1977,spontaneous telephone dialogue (switchboard),hoog,"niet-beroepsmatig actief, schoolgaand",Standaard Nederlands,Standaard Nederlands,vrouw
fn008111,N08035,1977,spontaneous telephone dialogue (switchboard),hoog,"niet-beroepsmatig actief, schoolgaand",Standaard Nederlands,Standaard Nederlands,vrouw
fn008027,N08036,1976,spontaneous telephone dialogue (switchboard),midden,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn008112,N08036,1976,spontaneous telephone dialogue (switchboard),midden,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn008030,N08041,1957,spontaneous telephone dialogue (switchboard),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn008031,N08042,1974,spontaneous telephone dialogue (switchboard),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn008032,N08043,1938,spontaneous telephone dialogue (switchboard),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn008233,N08043,1938,spontaneous telephone dialogue (switchboard),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn008037,N08049,1963,spontaneous telephone dialogue (switchboard),hoog,beroep dat een hogere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn008038,N08049,1963,spontaneous telephone dialogue (switchboard),hoog,beroep dat een hogere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn008039,N08049,1963,spontaneous telephone dialogue (switchboard),hoog,beroep dat een hogere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn008040,N08049,1963,spontaneous telephone dialogue (switchboard),hoog,beroep dat een hogere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn008037,N08050,1966,spontaneous telephone dialogue (switchboard),hoog,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn008039,N08050,1966,spontaneous telephone dialogue (switchboard),hoog,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn008038,N08051,1962,spontaneous telephone dialogue (switchboard),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn008040,N08051,1962,spontaneous telephone dialogue (switchboard),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn008041,N08054,1966,spontaneous telephone dialogue (switchboard),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn008065,N08054,1966,spontaneous telephone dialogue (switchboard),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn008066,N08054,1966,spontaneous telephone dialogue (switchboard),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn008041,N08055,1927,spontaneous telephone dialogue (switchboard),hoog,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn008066,N08055,1927,spontaneous telephone dialogue (switchboard),hoog,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn008042,N08056,1980,spontaneous telephone dialogue (switchboard),hoog,ongeschoold beroep,Standaard Nederlands,Standaard Nederlands,vrouw
fn008042,N08057,1973,spontaneous telephone dialogue (switchboard),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn008043,N08058,1965,spontaneous telephone dialogue (switchboard),hoog,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn008044,N08058,1965,spontaneous telephone dialogue (switchboard),hoog,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn008121,N08058,1965,spontaneous telephone dialogue (switchboard),hoog,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn008122,N08058,1965,spontaneous telephone dialogue (switchboard),hoog,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn008043,N08059,1937,spontaneous telephone dialogue (switchboard),midden,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn008121,N08059,1937,spontaneous telephone dialogue (switchboard),midden,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn008122,N08059,1937,spontaneous telephone dialogue (switchboard),midden,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn008044,N08060,1937,spontaneous telephone dialogue (switchboard),laag,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,man
fn008047,N08064,1966,spontaneous telephone dialogue (switchboard),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn008048,N08064,1966,spontaneous telephone dialogue (switchboard),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn008138,N08064,1966,spontaneous telephone dialogue (switchboard),hoog,beroep dat een middelhoge opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn008047,N08065,1966,spontaneous telephone dialogue (switchboard),midden,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
fn008048,N08065,1966,spontaneous telephone dialogue (switchboard),midden,beroep dat een lagere opleiding veronderstelt,Standaard Nederlands,Standaard Nederlands,vrouw
